date,open,high,low,close,volume
2001-12-26,3280.994,3324.909,3269.721,3324.1,256095969
2001-12-27,3329.969,3342.107,3288.339,3289.933,293738288
2001-12-28,3286.928,3311.557,3271.869,3307.339,325186789
2001-12-31,3311.071,3329.953,3303.367,3325.664,317750456
2002-01-04,3319.209,3319.253,3261.849,3265.877,207096051
2002-01-07,3255.653,3255.653,3209.06,3231.796,205751849
2002-01-08,3229.453,3248.19,3197.214,3201.569,189912046
2002-01-09,3191.752,3193.033,3131.256,3149.304,273151623
2002-01-10,3138.711,3175.056,3051.918,3159.45,336104353
2002-01-11,3159.28,3159.28,3064.263,3065.987,260179092
2002-01-14,3030.096,3030.096,2933.64,2934.386,348518117
2002-01-15,2914.381,2961.516,2891.568,2893.019,304537544
2002-01-16,2894.299,2949.001,2862.113,2938.219,312911644
2002-01-17,2933.64,2933.64,2777.916,2796.458,320410256
2002-01-18,2764.396,2831.162,2706.276,2784.101,447222437
2002-01-21,2776.688,2780.159,2675.025,2682.455,388126214
2002-01-22,2671.28,2781.926,2664.416,2697.661,448160754
2002-01-23,2691.117,2891.756,2676.926,2890.068,678198162
2002-01-24,2874.513,2950.87,2803.229,2898.457,915283928
2002-01-25,2890.12,2917.536,2874.579,2896.853,548654363
2002-01-28,2877.948,2879.777,2699.175,2702.893,662918287
2002-01-29,2672.926,2784.468,2661.907,2770.226,480036785
2002-01-30,2773.093,2801.932,2741.29,2779.389,437080253
2002-01-31,2847.81,3006.39,2847.81,2982.697,1145692107
2002-02-01,2987.671,3018.748,2956.986,2967.725,861435192
2002-02-04,2964.147,3031.111,2944.263,3027.537,633710021
2002-02-05,3029.117,3063.777,3006.162,3041.473,692192317
2002-02-06,3044.035,3051.009,2961.299,2961.796,569922830
2002-02-07,2957.646,3046.989,2957.646,3030.383,597717611
2002-02-08,3051.607,3064.515,3021.622,3022.256,510077255
2002-02-25,3102.245,3104.371,3051.31,3064.481,531016819
2002-02-26,3062.113,3062.113,3007.582,3048.74,524849322
2002-02-27,3048.477,3076.086,3040.493,3055.672,497111649
2002-02-28,3053.613,3076.699,3024.63,3029.49,473454742
2002-03-01,3022.35,3026.672,2990.943,2991.258,467615052
2002-03-04,2984.363,3038.047,2969.81,3037.514,474532505
2002-03-05,3041.941,3129.981,3041.915,3113.068,869496185
